,Event,Date,Start Time,Game,Category,Platform,Runners,Host
90,AGDQ2018,2018-01-11,10:48,Sub-Terrania,hard any%,GENESIS,Mike Uyama,RogueLink
91,AGDQ2018,2018-01-11,11:07,Earnest Evans,any%,GENESIS,Mike Uyama,RogueLink
92,AGDQ2018,2018-01-11,11:26,Rex Ronan: Experimental Surgeon,any%,SNES,Linkums,RogueLink
93,AGDQ2018,2018-01-11,11:54,The Simpsons: Bart vs. the Space Mutants,Any%,NES,TheMexicanRunner,e_mister
94,AGDQ2018,2018-01-11,12:23,The Blues Brothers,Any%,NES,WhiteHat94,e_mister
95,AGDQ2018,2018-01-11,12:31,Home Alone 2: Lost in New York,Any%,NES,WhiteHat94,e_mister
96,AGDQ2018,2018-01-11,12:50,Titenic,Beat the Game,NES,authorblues,e_mister
97,AGDQ2018,2018-01-11,13:16,Athena,Any% race,NES,"Dragondarch, Brossentia",e_mister
98,AGDQ2018,2018-01-11,13:50,Deadly Towers,Any%,NES,Dragondarch,KrunchyLex
99,AGDQ2018,2018-01-11,14:34,Ultima VI: The False Prophet,Any% No Major Glitches,SNES,squibbons,KrunchyLex
100,AGDQ2018,2018-01-11,15:17,Secret of Evermore,Any%,SNES,MetaSigma,BoSteed
101,AGDQ2018,2018-01-11,17:03,The Legend of the Mystical Ninja,any% 2-player co-op,SNES,"Countdown42, cleartonic",BoSteed
102,AGDQ2018,2018-01-11,17:43,Umihara Kawase,Longest Path,SNES,bjw,Protomagicalgirl
103,AGDQ2018,2018-01-11,18:10,Star Fox 2,NG+ Expert,SNES CLASSIC,zallard1,Protomagicalgirl
104,AGDQ2018,2018-01-11,19:01,Rockman & Forte,Any% Forte,SFC,Joka,Protomagicalgirl
105,AGDQ2018,2018-01-11,19:53,Dishonored,All Collectibles,PC,DrTChops,theboyks
106,AGDQ2018,2018-01-11,21:03,Prey,Any%,PC,DrTChops,theboyks
107,AGDQ2018,2018-01-11,21:33,Duke Nukem 3D,Any%,PC,Mr_Wiggelz,theboyks
108,AGDQ2018,2018-01-11,22:16,Star Wars: Jedi Knight - Jedi Academy,Any% No SG,PC,CovertMuffin,KowalLazy
109,AGDQ2018,2018-01-11,23:12,I wanna be the Boshy,100%,PC,BBF,KowalLazy
110,AGDQ2018,2018-01-12,00:34,The End Is Nigh,Any%,PC,warm_ham,Raelcun
111,AGDQ2018,2018-01-12,01:43,Ori and the Blind Forest: Definitive Edition,All Skills (no OOB/TA) Race,PC,"Vulajin, sigma, Terra, Hydra",Raelcun
112,AGDQ2018,2018-01-12,02:39,Owlboy,All Bosses,PC,Zic3,French Toast
113,AGDQ2018,2018-01-12,03:39,I wanna Run the Marathon,any%,PC,BBF,French Toast
114,AGDQ2018,2018-01-12,04:27,Quantum Conundrum,Any%,PC,Blood_Thunder,French Toast
115,AGDQ2018,2018-01-12,05:24,Hyper Light Drifter,New Game Alt Any%,PC,simplyfir,DarkTwinge
116,AGDQ2018,2018-01-12,06:13,Spelunky,All Shortcuts + Olmec (solo run),PC,Kinnijup,DarkTwinge
117,AGDQ2018,2018-01-12,06:49,Kamiko,Any% - Yamato,SWITCH,RepentMF,DarkTwinge
118,AGDQ2018,2018-01-12,07:25,Armed With Wings: Rearmed,Any% NG+ (one-handed),PC,halfcoordinated,Bobtheninjagoldfish
119,AGDQ2018,2018-01-12,08:06,TAIKER,any% (one-handed),PC,halfcoordinated,Bobtheninjagoldfish
120,AGDQ2018,2018-01-12,08:47,HackyZack,Goal Mode Any%,PC,Hornlitz,DarkTwinge
121,AGDQ2018,2018-01-12,09:10,Cloudbuilt,Full Game Defiance,PC,Wobs23,Bobtheninjagoldfish
122,AGDQ2018,2018-01-12,10:14,Cat Quest,Any%,PC,SNeaky,Bobtheninjagoldfish
123,AGDQ2018,2018-01-12,10:59,Densha de D: Lightning Stage,Any%,PC,Konasumi,RogueLink
124,AGDQ2018,2018-01-12,11:36,The Addams Family,all bosses,SNES,garbanzcurity,RogueLink
125,AGDQ2018,2018-01-12,12:18,Wonder Boy: The Dragon's Trap,any% Easy,SWITCH,tinahacks,RogueLink
126,AGDQ2018,2018-01-12,13:04,Jak and Daxter: The Precursor Legacy,Any% No LTS,PS2,OutrageousJosh,Aprilcake
